0.02 2.0 15.0 3.8679 2.6246 1.8738 1.4388 1.1955 1.0429 0.86932 0.76307 0.67214 0.162283
0.02 2.0 15.0 12.067 8.6617 6.4092 5.5297 4.6729 3.9654 3.4139 3.0778 2.7075 0.704802
0.02 2.0 15.0 6.8574 4.2461 3.0744 2.3983 1.9915 1.6973 1.4803 1.3172 1.1506 0.299653
0.02 2.0 15.0 3.408 2.22 1.5875 1.2719 1.1085 0.9868 0.86838 0.79073 0.69888 0.129886
0.02 2.0 15.0 6.3017 4.4512 3.2754 2.6682 2.0955 1.6493 1.363 1.211 1.0613 0.323036
0.02 2.0 15.0 10.163 7.2956 5.1491 4.0722 3.5084 3.1933 3.025 2.763 2.4517 0.557314
0.02 2.0 15.0 10.739 7.5624 5.3674 4.3204 3.7517 3.2744 2.8341 2.4609 2.0931 0.570903
0.02 2.0 15.0 8.2885 5.5623 3.9607 3.1503 2.5706 2.132 1.7696 1.5188 1.2993 0.405778
0.02 2.0 15.0 9.6749 6.3313 4.408 3.412 2.6395 2.1942 1.7705 1.5248 1.3044 0.467508
0.02 2.0 15.0 11.71 7.7629 4.9829 3.775 2.8904 2.3481 1.9156 1.6017 1.3528 0.536548
0.02 2.0 15.0 3.4805 2.4001 1.6852 1.3532 1.1042 0.90148 0.75653 0.66837 0.59159 0.141564
0.02 2.0 15.0 5.9219 4.0149 2.7096 2.3441 1.938 1.5831 1.3133 1.1295 0.96246 0.261031
0.02 2.0 15.0 3.3961 2.4422 1.6858 1.3177 1.0771 0.93484 0.78659 0.68114 0.59311 0.140332
0.02 2.0 15.0 4.8606 3.4601 2.4095 1.8356 1.5439 1.3388 1.1064 0.95167 0.80901 0.219699
0.02 2.0 15.0 10.008 6.8601 4.7032 3.6078 2.9723 2.4702 1.9731 1.6633 1.4034 0.503223
0.02 2.0 15.0 10.023 7.3659 5.1534 3.9474 3.191 2.6965 2.2936 1.9647 1.6691 0.555814
0.02 2.0 15.0 11.554 8.1919 5.9472 4.7563 3.8435 3.0907 2.5373 2.2498 1.9876 0.645358
0.02 2.0 15.0 8.6567 6.0231 4.0286 3.0601 2.4558 2.1333 1.9181 1.7559 1.5439 0.416582
0.02 2.0 15.0 3.6364 2.3491 1.6461 1.3169 1.0793 0.93861 0.82242 0.73734 0.64722 0.134922
0.02 2.0 15.0 11.995 7.8072 5.6333 4.658 3.884 3.2079 2.7109 2.4087 2.1023 0.620926
0.02 2.0 15.0 10.795 7.7048 5.4854 4.3617 3.5397 3.0071 2.5519 2.2945 2.0014 0.598027
0.02 2.0 15.0 5.7481 3.8246 2.7406 2.1827 1.7972 1.5515 1.343 1.197 1.029 0.26124
0.02 2.0 15.0 8.2763 5.3226 3.5274 2.6604 2.2227 1.9177 1.6298 1.4269 1.2202 0.3575
0.02 2.0 15.0 12.604 8.9796 5.7851 4.2244 3.455 3.0405 2.627 2.3663 2.0969 0.634994
0.02 2.0 15.0 9.9638 6.9462 4.9771 4.0652 3.3961 2.9984 2.6556 2.4013 2.1224 0.528694
0.02 2.0 15.0 11.173 7.1872 5.2712 3.9125 3.1189 2.5913 2.2468 2.0059 1.7547 0.580148
0.02 2.0 15.0 7.1933 4.5773 3.0922 2.3874 1.8893 1.5514 1.3355 1.2001 1.0464 0.307471
0.02 2.0 15.0 7.5598 5.365 3.7302 3.0647 2.5241 2.1952 1.9409 1.7105 1.5107 0.376026
0.02 2.0 15.0 8.4436 5.6195 4.2342 3.3235 2.712 2.2559 1.9242 1.6557 1.3978 0.438476
0.02 2.0 15.0 5.5828 4.3503 3.1154 2.4824 2.1141 1.8472 1.5619 1.3704 1.1762 0.300542
0.02 2.0 15.0 10.291 6.5355 4.4237 3.4007 2.7312 2.2449 1.9037 1.6964 1.486 0.463532
0.02 2.0 15.0 7.8861 5.3076 3.3562 2.6611 2.1572 1.8155 1.5567 1.3472 1.1473 0.337601
0.02 2.0 15.0 9.2882 6.2396 4.0105 3.2164 2.6472 2.2838 1.905 1.69 1.5143 0.413891
0.02 2.0 15.0 5.962 4.2522 3.0625 2.3477 1.9013 1.6217 1.4495 1.3066 1.1335 0.300371
0.02 2.0 15.0 4.3039 3.177 2.3334 1.8762 1.527 1.2941 1.1072 0.97552 0.84478 0.208871
0.02 2.0 15.0 7.6084 4.7358 3.1698 2.4516 2.1222 1.8066 1.5549 1.3682 1.1663 0.308728
0.02 2.0 15.0 6.4987 4.5884 3.347 2.7099 2.3291 1.9659 1.7496 1.6217 1.4402 0.334976
0.02 2.0 15.0 10.674 6.643 4.4971 3.3465 2.746 2.3154 2.0052 1.782 1.5358 0.473349
0.02 2.0 15.0 10.598 7.4745 5.3796 4.1839 3.561 3.1034 2.7782 2.4732 2.1464 0.574298
0.02 2.0 15.0 9.5011 6.5293 4.4839 3.5418 2.9429 2.5431 2.1075 1.8047 1.5752 0.470306
0.02 2.0 15.0 4.2527 3.0841 2.1618 1.8339 1.5303 1.2911 1.0788 0.91211 0.78664 0.193798
0.02 2.0 15.0 3.1545 2.1219 1.4887 1.2001 0.99176 0.80929 0.68963 0.60557 0.52084 0.120685
0.02 2.0 15.0 8.435 5.6696 4.0379 3.3195 2.7827 2.3504 1.9722 1.7691 1.5743 0.418036
0.02 2.0 15.0 5.894 4.3521 2.9535 2.2615 1.8006 1.5163 1.3242 1.1756 1.02 0.283864
0.02 2.0 15.0 12.159 7.3425 4.979 4.2505 3.5348 2.9576 2.5464 2.3185 2.087 0.534493
0.02 2.0 15.0 12.566 8.9665 6.4169 5.0101 4.0359 3.3333 2.8422 2.473 2.1032 0.715256
0.02 2.0 15.0 5.7547 4.0201 2.6915 2.1117 1.7103 1.4542 1.2984 1.1543 1.0142 0.259167
0.02 2.0 15.0 10.799 7.1094 4.9784 4.0841 3.382 2.8455 2.4972 2.1854 1.8712 0.53285
0.02 2.0 15.0 11.734 8.2828 5.5863 4.6111 3.9453 3.3056 2.822 2.4601 2.1311 0.604794
0.02 2.0 15.0 8.8047 5.9601 3.9602 3.1103 2.5293 2.0106 1.7065 1.5116 1.3421 0.411371
0.02 2.0 15.0 11.615 8.4551 6.0166 4.7114 3.8427 3.2238 2.7428 2.3729 2.0317 0.661763
0.02 2.0 15.0 12.201 8.2242 5.7752 4.5872 3.6964 2.9913 2.4687 2.1489 1.8352 0.625786
0.02 2.0 15.0 8.3302 5.3557 3.7188 3.0597 2.6025 2.126 1.7412 1.5197 1.2861 0.375762
0.02 2.0 15.0 10.088 6.5803 4.635 3.6992 3.1413 2.688 2.321 2.0776 1.8339 0.487343
0.02 2.0 15.0 8.601 6.2988 4.3543 3.1345 2.4968 2.0884 1.7412 1.4828 1.263 0.453179
0.02 2.0 15.0 3.1967 2.0903 1.5024 1.1889 0.98254 0.84052 0.70019 0.61062 0.52627 0.120004
0.02 2.0 15.0 7.3235 5.1566 3.2734 2.5608 2.0527 1.7396 1.5351 1.3703 1.1973 0.324793
0.02 2.0 15.0 9.2832 6.1858 3.9954 3.0467 2.3636 1.9417 1.6712 1.4766 1.3068 0.419248
0.02 2.0 15.0 8.056 5.4834 3.8329 2.922 2.2768 1.8412 1.5941 1.4209 1.2405 0.393579
0.02 2.0 15.0 6.5954 4.5284 3.2068 2.5617 2.0318 1.7105 1.4814 1.3452 1.1754 0.317986
0.02 2.0 15.0 12.136 8.5891 6.1764 4.8109 4.0874 3.51 3.0568 2.7379 2.3978 0.677476
0.02 2.0 15.0 11.081 6.6515 4.6621 3.5789 3.0407 2.7102 2.4793 2.2667 2.0211 0.490149
0.02 2.0 15.0 11.273 7.5265 5.2599 4.1583 3.5842 3.0947 2.7171 2.4289 2.1343 0.566997
0.02 2.0 15.0 6.5976 4.7252 3.4684 2.8539 2.4927 2.1365 1.8404 1.6305 1.3986 0.345666
0.02 2.0 15.0 8.7621 5.3077 3.5463 2.7302 2.1141 1.649 1.4175 1.2753 1.0998 0.358615
0.02 2.0 15.0 11.503 7.4664 5.1961 4.2618 3.4442 2.861 2.4307 2.1337 1.8371 0.555209
0.02 2.0 15.0 12.101 8.8131 5.9363 4.6997 3.8159 3.1007 2.7143 2.4868 2.2054 0.648862
0.02 2.0 15.0 9.5006 6.5183 4.6949 3.8828 3.1252 2.5915 2.2308 2.0309 1.7837 0.496775
0.02 2.0 15.0 4.9715 3.6796 2.4646 1.8846 1.459 1.1596 0.97988 0.8551 0.74333 0.233499
0.02 2.0 15.0 9.3573 6.6471 4.8538 3.7805 3.0402 2.5986 2.2795 2.0188 1.7631 0.514671
0.02 2.0 15.0 3.6498 2.5813 1.8544 1.5403 1.3059 1.1232 0.96148 0.85871 0.76976 0.158099
0.02 2.0 20.0 7.8851 5.394 3.4189 2.8498 2.3513 1.9368 1.6468 1.4567 1.2519 0.34496
0.02 2.0 20.0 7.7459 5.1505 3.6209 2.9536 2.4662 2.0658 1.8453 1.6716 1.4647 0.372438
0.02 2.0 20.0 11.547 7.906 5.4376 4.3902 3.7884 3.3301 2.8964 2.5262 2.1528 0.589135
0.02 2.0 20.0 6.4073 4.2491 2.862 2.1425 1.7187 1.4752 1.2672 1.1312 0.99372 0.279921
0.02 2.0 20.0 7.352 5.1928 3.7894 3.142 2.5593 2.1688 1.8794 1.6258 1.3987 0.383545
0.02 2.0 20.0 12.395 8.2902 5.8098 4.499 3.7388 3.1995 2.7661 2.4294 2.0738 0.636329
0.02 2.0 20.0 3.3579 2.3215 1.6337 1.2123 0.97408 0.81161 0.68772 0.59134 0.51321 0.134843
0.02 2.0 20.0 12.488 8.968 6.1097 4.9156 4.157 3.6533 3.2514 2.9034 2.5063 0.666553
0.02 2.0 20.0 4.7991 3.1525 2.1543 1.5921 1.3884 1.2657 1.1334 0.99475 0.84488 0.196283
0.02 2.0 20.0 9.4875 6.2444 4.7613 3.8005 3.1195 2.6493 2.2434 2.0213 1.7866 0.501485
0.02 2.0 20.0 8.696 5.4162 3.809 2.9618 2.3452 1.9259 1.6183 1.4329 1.2632 0.390085
0.02 2.0 20.0 9.5659 6.6937 4.6834 3.8989 3.35 2.9583 2.7194 2.4655 2.1958 0.488447
0.02 2.0 20.0 6.4846 4.5189 3.1337 2.4119 1.8597 1.5372 1.2365 1.0577 0.91301 0.312025
0.02 2.0 20.0 9.0279 5.7068 4.0719 3.5654 3.0466 2.561 2.1996 1.9221 1.667 0.418532
0.02 2.0 20.0 10.9 7.2282 5.0511 4.1037 3.4058 2.8803 2.4977 2.1991 1.9179 0.534745
0.02 2.0 20.0 3.1319 2.4347 1.6583 1.3264 1.1263 0.9833 0.85075 0.73531 0.62717 0.134913
0.02 2.0 20.0 3.7658 2.7018 1.7279 1.4387 1.2773 1.157 1.0537 0.92767 0.79337 0.152328
0.02 2.0 20.0 12.506 8.0271 5.6466 4.1848 3.5257 3.0188 2.5566 2.2761 1.9662 0.615942
0.02 2.0 20.0 9.3327 6.5277 4.5075 3.4193 2.8277 2.4994 2.1668 1.9161 1.689 0.474749
0.02 2.0 20.0 5.2114 3.5861 2.5225 2.1813 1.8186 1.5296 1.375 1.2424 1.0972 0.237235
0.02 2.0 20.0 6.9012 4.769 3.3241 2.6949 2.188 1.8369 1.5685 1.3889 1.2066 0.329479
0.02 2.0 20.0 4.14 2.8395 1.9727 1.4208 1.154 0.9831 0.86377 0.77584 0.66346 0.174861
0.02 2.0 20.0 5.5764 3.7851 2.3587 1.9567 1.7031 1.4146 1.2302 1.1276 0.99423 0.228426
0.02 2.0 20.0 5.4725 3.6825 2.6529 2.1215 1.8173 1.5987 1.4683 1.3396 1.1808 0.245773
0.02 2.0 20.0 6.1966 4.2644 2.8658 2.2046 1.8013 1.5229 1.2968 1.1377 1.0115 0.282255
0.02 2.0 20.0 4.4364 3.2756 2.3626 1.7827 1.4936 1.2541 1.0407 0.89283 0.76329 0.214653
0.02 2.0 20.0 6.357 4.3221 3.1053 2.3247 1.8799 1.5624 1.3103 1.1312 0.96006 0.30516
0.02 2.0 20.0 4.1365 2.8093 1.9115 1.4259 1.1127 0.92093 0.75529 0.66596 0.58647 0.163937
0.02 2.0 20.0 11.617 8.0596 5.7427 4.4695 3.7027 3.0403 2.5376 2.2436 1.9531 0.636241
0.02 2.0 20.0 3.8679 2.6246 1.8738 1.4388 1.1955 1.0429 0.86932 0.76307 0.67214 0.161988
0.02 2.0 20.0 12.067 8.6617 6.4092 5.5297 4.6729 3.9654 3.4139 3.0778 2.7075 0.704921
0.02 2.0 20.0 6.8574 4.2461 3.0744 2.3983 1.9915 1.6973 1.4803 1.3172 1.1506 0.299411
0.02 2.0 20.0 3.408 2.22 1.5875 1.2719 1.1085 0.9868 0.86838 0.79073 0.69888 0.12971
0.02 2.0 20.0 6.3017 4.4512 3.2754 2.6682 2.0955 1.6493 1.363 1.211 1.0613 0.322811
0.02 2.0 20.0 10.163 7.2956 5.1491 4.0722 3.5084 3.1933 3.025 2.763 2.4517 0.557277
0.02 2.0 20.0 10.739 7.5624 5.3674 4.3204 3.7517 3.2744 2.8341 2.4609 2.0931 0.570892
0.02 2.0 20.0 8.2885 5.5623 3.9607 3.1503 2.5706 2.132 1.7696 1.5188 1.2993 0.405649
0.02 2.0 20.0 9.6749 6.3313 4.408 3.412 2.6395 2.1942 1.7705 1.5248 1.3044 0.467386
0.02 2.0 20.0 11.71 7.7629 4.9829 3.775 2.8904 2.3481 1.9156 1.6017 1.3528 0.536297
0.02 2.0 20.0 3.4805 2.4001 1.6852 1.3532 1.1042 0.90148 0.75653 0.66837 0.59159 0.141428
0.02 2.0 20.0 5.9219 4.0149 2.7096 2.3441 1.938 1.5831 1.3133 1.1295 0.96246 0.260886
0.02 2.0 20.0 3.3961 2.4422 1.6858 1.3177 1.0771 0.93484 0.78659 0.68114 0.59311 0.140111
0.02 2.0 20.0 4.8606 3.4601 2.4095 1.8356 1.5439 1.3388 1.1064 0.95167 0.80901 0.219555
0.02 2.0 20.0 10.008 6.8601 4.7032 3.6078 2.9723 2.4702 1.9731 1.6633 1.4034 0.503089
0.02 2.0 20.0 10.023 7.3659 5.1534 3.9474 3.191 2.6965 2.2936 1.9647 1.6691 0.555542
0.02 2.0 20.0 11.554 8.1919 5.9472 4.7563 3.8435 3.0907 2.5373 2.2498 1.9876 0.645303
0.02 2.0 20.0 8.6567 6.0231 4.0286 3.0601 2.4558 2.1333 1.9181 1.7559 1.5439 0.416312
0.02 2.0 20.0 3.6364 2.3491 1.6461 1.3169 1.0793 0.93861 0.82242 0.73734 0.64722 0.134796
0.02 2.0 20.0 11.995 7.8072 5.6333 4.658 3.884 3.2079 2.7109 2.4087 2.1023 0.620859
0.02 2.0 20.0 10.795 7.7048 5.4854 4.3617 3.5397 3.0071 2.5519 2.2945 2.0014 0.597906
0.02 2.0 20.0 5.7481 3.8246 2.7406 2.1827 1.7972 1.5515 1.343 1.197 1.029 0.26121
0.02 2.0 20.0 8.2763 5.3226 3.5274 2.6604 2.2227 1.9177 1.6298 1.4269 1.2202 0.357304
0.02 2.0 20.0 12.604 8.9796 5.7851 4.2244 3.455 3.0405 2.627 2.3663 2.0969 0.635081
0.02 2.0 20.0 9.9638 6.9462 4.9771 4.0652 3.3961 2.9984 2.6556 2.4013 2.1224 0.528566
0.02 2.0 20.0 11.173 7.1872 5.2712 3.9125 3.1189 2.5913 2.2468 2.0059 1.7547 0.579984
0.02 2.0 20.0 7.1933 4.5773 3.0922 2.3874 1.8893 1.5514 1.3355 1.2001 1.0464 0.307033
0.02 2.0 20.0 7.5598 5.365 3.7302 3.0647 2.5241 2.1952 1.9409 1.7105 1.5107 0.376023
0.02 2.0 20.0 8.4436 5.6195 4.2342 3.3235 2.712 2.2559 1.9242 1.6557 1.3978 0.438443
0.02 2.0 20.0 5.5828 4.3503 3.1154 2.4824 2.1141 1.8472 1.5619 1.3704 1.1762 0.300314
0.02 2.0 20.0 10.291 6.5355 4.4237 3.4007 2.7312 2.2449 1.9037 1.6964 1.486 0.463441
0.02 2.0 20.0 7.8861 5.3076 3.3562 2.6611 2.1572 1.8155 1.5567 1.3472 1.1473 0.337528
0.02 2.0 20.0 9.2882 6.2396 4.0105 3.2164 2.6472 2.2838 1.905 1.69 1.5143 0.413758
0.02 2.0 20.0 5.962 4.2522 3.0625 2.3477 1.9013 1.6217 1.4495 1.3066 1.1335 0.300071
0.02 2.0 20.0 4.3039 3.177 2.3334 1.8762 1.527 1.2941 1.1072 0.97552 0.84478 0.208823
0.02 2.0 20.0 7.6084 4.7358 3.1698 2.4516 2.1222 1.8066 1.5549 1.3682 1.1663 0.308535
0.02 2.0 20.0 6.4987 4.5884 3.347 2.7099 2.3291 1.9659 1.7496 1.6217 1.4402 0.334673
0.02 2.0 20.0 10.674 6.643 4.4971 3.3465 2.746 2.3154 2.0052 1.782 1.5358 0.473289
0.02 2.0 20.0 10.598 7.4745 5.3796 4.1839 3.561 3.1034 2.7782 2.4732 2.1464 0.574213
0.02 2.0 20.0 9.5011 6.5293 4.4839 3.5418 2.9429 2.5431 2.1075 1.8047 1.5752 0.47016
0.02 2.0 20.0 4.2527 3.0841 2.1618 1.8339 1.5303 1.2911 1.0788 0.91211 0.78664 0.193851
0.02 2.0 20.0 3.1545 2.1219 1.4887 1.2001 0.99176 0.80929 0.68963 0.60557 0.52084 0.120448
0.02 2.0 20.0 8.435 5.6696 4.0379 3.3195 2.7827 2.3504 1.9722 1.7691 1.5743 0.417817
0.02 2.0 20.0 5.894 4.3521 2.9535 2.2615 1.8006 1.5163 1.3242 1.1756 1.02 0.283614
0.02 2.0 20.0 12.159 7.3425 4.979 4.2505 3.5348 2.9576 2.5464 2.3185 2.087 0.534481
0.02 2.0 20.0 12.566 8.9665 6.4169 5.0101 4.0359 3.3333 2.8422 2.473 2.1032 0.715165
0.02 2.0 20.0 5.7547 4.0201 2.6915 2.1117 1.7103 1.4542 1.2984 1.1543 1.0142 0.258852
0.02 2.0 20.0 10.799 7.1094 4.9784 4.0841 3.382 2.8455 2.4972 2.1854 1.8712 0.532827
0.02 2.0 20.0 11.734 8.2828 5.5863 4.6111 3.9453 3.3056 2.822 2.4601 2.1311 0.604701
0.02 2.0 20.0 8.8047 5.9601 3.9602 3.1103 2.5293 2.0106 1.7065 1.5116 1.3421 0.411235
0.02 2.0 20.0 11.615 8.4551 6.0166 4.7114 3.8427 3.2238 2.7428 2.3729 2.0317 0.66165
0.02 2.0 20.0 12.201 8.2242 5.7752 4.5872 3.6964 2.9913 2.4687 2.1489 1.8352 0.625809
0.02 2.0 20.0 8.3302 5.3557 3.7188 3.0597 2.6025 2.126 1.7412 1.5197 1.2861 0.375672
0.02 2.0 20.0 10.088 6.5803 4.635 3.6992 3.1413 2.688 2.321 2.0776 1.8339 0.487067
0.02 2.0 20.0 8.601 6.2988 4.3543 3.1345 2.4968 2.0884 1.7412 1.4828 1.263 0.452996
0.02 2.0 20.0 3.1967 2.0903 1.5024 1.1889 0.98254 0.84052 0.70019 0.61062 0.52627 0.119833
0.02 2.0 20.0 7.3235 5.1566 3.2734 2.5608 2.0527 1.7396 1.5351 1.3703 1.1973 0.32462
0.02 2.0 20.0 9.2832 6.1858 3.9954 3.0467 2.3636 1.9417 1.6712 1.4766 1.3068 0.419134
0.02 2.0 20.0 8.056 5.4834 3.8329 2.922 2.2768 1.8412 1.5941 1.4209 1.2405 0.393245
0.02 2.0 20.0 6.5954 4.5284 3.2068 2.5617 2.0318 1.7105 1.4814 1.3452 1.1754 0.317614
0.02 2.0 20.0 12.136 8.5891 6.1764 4.8109 4.0874 3.51 3.0568 2.7379 2.3978 0.677386
0.02 2.0 20.0 11.081 6.6515 4.6621 3.5789 3.0407 2.7102 2.4793 2.2667 2.0211 0.490142
0.02 2.0 20.0 11.273 7.5265 5.2599 4.1583 3.5842 3.0947 2.7171 2.4289 2.1343 0.566852
0.02 2.0 20.0 6.5976 4.7252 3.4684 2.8539 2.4927 2.1365 1.8404 1.6305 1.3986 0.345402
0.02 2.0 20.0 8.7621 5.3077 3.5463 2.7302 2.1141 1.649 1.4175 1.2753 1.0998 0.358343
0.02 2.0 20.0 11.503 7.4664 5.1961 4.2618 3.4442 2.861 2.4307 2.1337 1.8371 0.555254
0.02 2.0 20.0 12.101 8.8131 5.9363 4.6997 3.8159 3.1007 2.7143 2.4868 2.2054 0.648851
0.02 2.0 20.0 9.5006 6.5183 4.6949 3.8828 3.1252 2.5915 2.2308 2.0309 1.7837 0.496531
0.02 2.0 20.0 4.9715 3.6796 2.4646 1.8846 1.459 1.1596 0.97988 0.8551 0.74333 0.233457
0.02 2.0 20.0 9.3573 6.6471 4.8538 3.7805 3.0402 2.5986 2.2795 2.0188 1.7631 0.514514
0.02 2.0 20.0 3.6498 2.5813 1.8544 1.5403 1.3059 1.1232 0.96148 0.85871 0.76976 0.15799
0.02 2.0 25.0 7.8851 5.394 3.4189 2.8498 2.3513 1.9368 1.6468 1.4567 1.2519 0.344724
0.02 2.0 25.0 7.7459 5.1505 3.6209 2.9536 2.4662 2.0658 1.8453 1.6716 1.4647 0.372313
0.02 2.0 25.0 11.547 7.906 5.4376 4.3902 3.7884 3.3301 2.8964 2.5262 2.1528 0.589101
0.02 2.0 25.0 6.4073 4.2491 2.862 2.1425 1.7187 1.4752 1.2672 1.1312 0.99372 0.27966
0.02 2.0 25.0 7.352 5.1928 3.7894 3.142 2.5593 2.1688 1.8794 1.6258 1.3987 0.383547
0.02 2.0 25.0 12.395 8.2902 5.8098 4.499 3.7388 3.1995 2.7661 2.4294 2.0738 0.636286
0.02 2.0 25.0 3.3579 2.3215 1.6337 1.2123 0.97408 0.81161 0.68772 0.59134 0.51321 0.134749
0.02 2.0 25.0 12.488 8.968 6.1097 4.9156 4.157 3.6533 3.2514 2.9034 2.5063 0.666641
0.02 2.0 25.0 4.7991 3.1525 2.1543 1.5921 1.3884 1.2657 1.1334 0.99475 0.84488 0.196207
0.02 2.0 25.0 9.4875 6.2444 4.7613 3.8005 3.1195 2.6493 2.2434 2.0213 1.7866 0.501363
0.02 2.0 25.0 8.696 5.4162 3.809 2.9618 2.3452 1.9259 1.6183 1.4329 1.2632 0.389962
0.02 2.0 25.0 9.5659 6.6937 4.6834 3.8989 3.35 2.9583 2.7194 2.4655 2.1958 0.488373
0.02 2.0 25.0 6.4846 4.5189 3.1337 2.4119 1.8597 1.5372 1.2365 1.0577 0.91301 0.311798
0.02 2.0 25.0 9.0279 5.7068 4.0719 3.5654 3.0466 2.561 2.1996 1.9221 1.667 0.418423
0.02 2.0 25.0 10.9 7.2282 5.0511 4.1037 3.4058 2.8803 2.4977 2.1991 1.9179 0.534719
0.02 2.0 25.0 3.1319 2.4347 1.6583 1.3264 1.1263 0.9833 0.85075 0.73531 0.62717 0.134673
0.02 2.0 25.0 3.7658 2.7018 1.7279 1.4387 1.2773 1.157 1.0537 0.92767 0.79337 0.152204
0.02 2.0 25.0 12.506 8.0271 5.6466 4.1848 3.5257 3.0188 2.5566 2.2761 1.9662 0.615902
0.02 2.0 25.0 9.3327 6.5277 4.5075 3.4193 2.8277 2.4994 2.1668 1.9161 1.689 0.474663
0.02 2.0 25.0 5.2114 3.5861 2.5225 2.1813 1.8186 1.5296 1.375 1.2424 1.0972 0.237188
0.02 2.0 25.0 6.9012 4.769 3.3241 2.6949 2.188 1.8369 1.5685 1.3889 1.2066 0.329239
0.02 2.0 25.0 4.14 2.8395 1.9727 1.4208 1.154 0.9831 0.86377 0.77584 0.66346 0.17469
0.02 2.0 25.0 5.5764 3.7851 2.3587 1.9567 1.7031 1.4146 1.2302 1.1276 0.99423 0.228302
0.02 2.0 25.0 5.4725 3.6825 2.6529 2.1215 1.8173 1.5987 1.4683 1.3396 1.1808 0.245616
0.02 2.0 25.0 6.1966 4.2644 2.8658 2.2046 1.8013 1.5229 1.2968 1.1377 1.0115 0.282074
0.02 2.0 25.0 4.4364 3.2756 2.3626 1.7827 1.4936 1.2541 1.0407 0.89283 0.76329 0.214452
0.02 2.0 25.0 6.357 4.3221 3.1053 2.3247 1.8799 1.5624 1.3103 1.1312 0.96006 0.305045
0.02 2.0 25.0 4.1365 2.8093 1.9115 1.4259 1.1127 0.92093 0.75529 0.66596 0.58647 0.163823
0.02 2.0 25.0 11.617 8.0596 5.7427 4.4695 3.7027 3.0403 2.5376 2.2436 1.9531 0.636183
0.02 2.0 25.0 3.8679 2.6246 1.8738 1.4388 1.1955 1.0429 0.86932 0.76307 0.67214 0.161883
0.02 2.0 25.0 12.067 8.6617 6.4092 5.5297 4.6729 3.9654 3.4139 3.0778 2.7075 0.704991
0.02 2.0 25.0 6.8574 4.2461 3.0744 2.3983 1.9915 1.6973 1.4803 1.3172 1.1506 0.299224
0.02 2.0 25.0 3.408 2.22 1.5875 1.2719 1.1085 0.9868 0.86838 0.79073 0.69888 0.129498
0.02 2.0 25.0 6.3017 4.4512 3.2754 2.6682 2.0955 1.6493 1.363 1.211 1.0613 0.322601
0.02 2.0 25.0 10.163 7.2956 5.1491 4.0722 3.5084 3.1933 3.025 2.763 2.4517 0.557253
0.02 2.0 25.0 10.739 7.5624 5.3674 4.3204 3.7517 3.2744 2.8341 2.4609 2.0931 0.570864
0.02 2.0 25.0 8.2885 5.5623 3.9607 3.1503 2.5706 2.132 1.7696 1.5188 1.2993 0.405506
0.02 2.0 25.0 9.6749 6.3313 4.408 3.412 2.6395 2.1942 1.7705 1.5248 1.3044 0.467218
0.02 2.0 25.0 11.71 7.7629 4.9829 3.775 2.8904 2.3481 1.9156 1.6017 1.3528 0.536148
0.02 2.0 25.0 3.4805 2.4001 1.6852 1.3532 1.1042 0.90148 0.75653 0.66837 0.59159 0.141308
0.02 2.0 25.0 5.9219 4.0149 2.7096 2.3441 1.938 1.5831 1.3133 1.1295 0.96246 0.260739
0.02 2.0 25.0 3.3961 2.4422 1.6858 1.3177 1.0771 0.93484 0.78659 0.68114 0.59311 0.139906
0.02 2.0 25.0 4.8606 3.4601 2.4095 1.8356 1.5439 1.3388 1.1064 0.95167 0.80901 0.219329
0.02 2.0 25.0 10.008 6.8601 4.7032 3.6078 2.9723 2.4702 1.9731 1.6633 1.4034 0.50299
0.02 2.0 25.0 10.023 7.3659 5.1534 3.9474 3.191 2.6965 2.2936 1.9647 1.6691 0.555386
0.02 2.0 25.0 11.554 8.1919 5.9472 4.7563 3.8435 3.0907 2.5373 2.2498 1.9876 0.645297
0.02 2.0 25.0 8.6567 6.0231 4.0286 3.0601 2.4558 2.1333 1.9181 1.7559 1.5439 0.416134
0.02 2.0 25.0 3.6364 2.3491 1.6461 1.3169 1.0793 0.93861 0.82242 0.73734 0.64722 0.13464
0.02 2.0 25.0 11.995 7.8072 5.6333 4.658 3.884 3.2079 2.7109 2.4087 2.1023 0.620866
0.02 2.0 25.0 10.795 7.7048 5.4854 4.3617 3.5397 3.0071 2.5519 2.2945 2.0014 0.597887
0.02 2.0 25.0 5.7481 3.8246 2.7406 2.1827 1.7972 1.5515 1.343 1.197 1.029 0.261186
0.02 2.0 25.0 8.2763 5.3226 3.5274 2.6604 2.2227 1.9177 1.6298 1.4269 1.2202 0.35714
0.02 2.0 25.0 12.604 8.9796 5.7851 4.2244 3.455 3.0405 2.627 2.3663 2.0969 0.635163
0.02 2.0 25.0 9.9638 6.9462 4.9771 4.0652 3.3961 2.9984 2.6556 2.4013 2.1224 0.528462
0.02 2.0 25.0 11.173 7.1872 5.2712 3.9125 3.1189 2.5913 2.2468 2.0059 1.7547 0.579887
0.02 2.0 25.0 7.1933 4.5773 3.0922 2.3874 1.8893 1.5514 1.3355 1.2001 1.0464 0.306738
0.02 2.0 25.0 7.5598 5.365 3.7302 3.0647 2.5241 2.1952 1.9409 1.7105 1.5107 0.376042
0.02 2.0 25.0 8.4436 5.6195 4.2342 3.3235 2.712 2.2559 1.9242 1.6557 1.3978 0.4384
